Owner,Repository,Xtext File,Mwe2 File,New File
JanKoehnlein,XtextCon2014,null,null,null
bink81,xtext-test,null,null,null
xtext42,xtext42-coding,null,null,null
borisbrodski,XtextBug437519,borisbrodski-XtextBug437519-a3220ea/org.eclipse.xtext.example.domainmodel/src/org/eclipse/xtext/example/domainmodel/Domainmodel.xtext,borisbrodski-XtextBug437519-a3220ea/org.eclipse.xtext.example.domainmodel/src/org/eclipse/xtext/example/domainmodel/GenerateDomainmodelLanguage.mwe2,null
hypery2k,xText,"magick93-xtext-0528aa7/org.domaindriven.dsl.parent/org.domaindriven.dsl/src/main/java/org/domaindriven/dsl/Ddd.xtext,magick93-xtext-0528aa7/org.domaindriven.dsl.parent/org.domaindriven.dsl/target/classes/org/domaindriven/dsl/Ddd.xtext,magick93-xtext-0528aa7/org.domaindriven.model.dsl.parent/org.domaindriven.model.dsl/src/main/java/org/domaindriven/model/dsl/Ddd.xtext,magick93-xtext-0528aa7/org.domaindriven.model.dsl.parent/org.domaindriven.model.dsl/target/classes/org/domaindriven/model/dsl/Ddd.xtext","magick93-xtext-0528aa7/org.domaindriven.dsl.parent/org.domaindriven.dsl/src/main/java/org/domaindriven/dsl/GenerateDdd.mwe2,magick93-xtext-0528aa7/org.domaindriven.dsl.parent/org.domaindriven.dsl/target/classes/org/domaindriven/dsl/GenerateDdd.mwe2,magick93-xtext-0528aa7/org.domaindriven.model.dsl.parent/org.domaindriven.model.dsl/src/main/java/org/domaindriven/model/dsl/GenerateDdd.mwe2,magick93-xtext-0528aa7/org.domaindriven.model.dsl.parent/org.domaindriven.model.dsl/target/classes/org/domaindriven/model/dsl/GenerateDdd.mwe2",null
borisbrodski,XtextBug453268,borisbrodski-XtextBug453268-c8e228a/org.xtext.example.mydsl/src/org/xtext/example/mydsl/MyDsl.xtext,borisbrodski-XtextBug453268-c8e228a/org.xtext.example.mydsl/src/org/xtext/example/mydsl/GenerateMyDsl.mwe2,null
arnulfo-rodriguez,XtextClosureExample,arnulfo-rodriguez-XtextClosureExample-2ffef7e/org.arz.miniScript/src/org/arz/miniScript.xtext,arnulfo-rodriguez-XtextClosureExample-2ffef7e/org.arz.miniScript/src/org/arz/GenerateMiniScript.mwe2,null
superxlx,XTextViewDemo,null,null,null
johnBened,XtextMyDSLExample,null,null,null
philiber92,XtextTestRepository,philiber92-XtextTestRepository-3d6dd59/org.xtext.example.mydsl/src/org/xtext/example/mydsl/MyDsl.xtext,philiber92-XtextTestRepository-3d6dd59/org.xtext.example.mydsl/src/org/xtext/example/mydsl/GenerateMyDsl.mwe2,null
fabienfleureau,XtextAtStackoverflow,null,null,null
yunxiaocloud,XTextFieldLimtDemo,null,null,null
eclipse,xtext-gradle,null,null,null
Mensmec,THESIS_XTEXT,null,null,null
MacJariel,sandbox-dsl,MacJariel-sandbox-dsl-5c536f6/org.mcj.karel/src/org/mcj/karel/Karel.xtext,MacJariel-sandbox-dsl-5c536f6/org.mcj.karel/src/org/mcj/karel/GenerateKarel.mwe2,null
chetanladdha,XtextFormatingHoverSample,null,null,null
ainslec,XTextCustomLexerExample,ainslec-XTextCustomLexerExample-abf17d8/org.consoli.attributes/src/org/consoli/customlexerexample/Attributes.xtext,ainslec-XTextCustomLexerExample-abf17d8/org.consoli.attributes/src/org/consoli/customlexerexample/GenerateAttributes.mwe2,null
hem28,DSL_Xtext2.3,hem28-DSL_Xtext2.3-e6b0c55/org.xtext.mydsl/src/org/xtext/MyDsl.xtext,hem28-DSL_Xtext2.3-e6b0c55/org.xtext.mydsl/src/org/xtext/GenerateMyDsl.mwe2,null
HBuender,XtextAndSiriusIntegration,HBuender-XtextAndSiriusIntegration-c41a793/org.eclipse.xtext.example.domainmodel/src/org/eclipse/xtext/example/domainmodel/Domainmodel.xtext,HBuender-XtextAndSiriusIntegration-c41a793/org.eclipse.xtext.example.domainmodel/src/org/eclipse/xtext/example/domainmodel/GenerateDomainmodel.mwe2,null
meysholdt,EclipseCon2014_XtextTutorial,"meysholdt-EclipseCon2014_XtextTutorial-f33c21e/Resources/Solutions/Exercise1 bonus/Survey.xtext,meysholdt-EclipseCon2014_XtextTutorial-f33c21e/Resources/Solutions/Exercise1/Survey.xtext,meysholdt-EclipseCon2014_XtextTutorial-f33c21e/Resources/Solutions/Exercise4/Survey.xtext,meysholdt-EclipseCon2014_XtextTutorial-f33c21e/org.eclipse.xtext.tutorial.survey/src/org/eclipse/xtext/tutorial/survey/Survey.xtext",meysholdt-EclipseCon2014_XtextTutorial-f33c21e/org.eclipse.xtext.tutorial.survey/src/org/eclipse/xtext/tutorial/survey/GenerateSurvey.mwe2,"meysholdt-EclipseCon2014_XtextTutorial-f33c21e/Resources/EclipseCommunitySurvey 2014.survey,meysholdt-EclipseCon2014_XtextTutorial-f33c21e/org.eclipse.xtext.tutorial.survey.example/src/EclipseCommunitySurvey 2014.survey,meysholdt-EclipseCon2014_XtextTutorial-f33c21e/org.eclipse.xtext.tutorial.survey.reference/src/Reference.survey"
jaimedelgado,Xtext,"magick93-xtext-0528aa7/org.domaindriven.dsl.parent/org.domaindriven.dsl/src/main/java/org/domaindriven/dsl/Ddd.xtext,magick93-xtext-0528aa7/org.domaindriven.dsl.parent/org.domaindriven.dsl/target/classes/org/domaindriven/dsl/Ddd.xtext,magick93-xtext-0528aa7/org.domaindriven.model.dsl.parent/org.domaindriven.model.dsl/src/main/java/org/domaindriven/model/dsl/Ddd.xtext,magick93-xtext-0528aa7/org.domaindriven.model.dsl.parent/org.domaindriven.model.dsl/target/classes/org/domaindriven/model/dsl/Ddd.xtext","magick93-xtext-0528aa7/org.domaindriven.dsl.parent/org.domaindriven.dsl/src/main/java/org/domaindriven/dsl/GenerateDdd.mwe2,magick93-xtext-0528aa7/org.domaindriven.dsl.parent/org.domaindriven.dsl/target/classes/org/domaindriven/dsl/GenerateDdd.mwe2,magick93-xtext-0528aa7/org.domaindriven.model.dsl.parent/org.domaindriven.model.dsl/src/main/java/org/domaindriven/model/dsl/GenerateDdd.mwe2,magick93-xtext-0528aa7/org.domaindriven.model.dsl.parent/org.domaindriven.model.dsl/target/classes/org/domaindriven/model/dsl/GenerateDdd.mwe2",null
chris125964,xtext,"magick93-xtext-0528aa7/org.domaindriven.dsl.parent/org.domaindriven.dsl/src/main/java/org/domaindriven/dsl/Ddd.xtext,magick93-xtext-0528aa7/org.domaindriven.dsl.parent/org.domaindriven.dsl/target/classes/org/domaindriven/dsl/Ddd.xtext,magick93-xtext-0528aa7/org.domaindriven.model.dsl.parent/org.domaindriven.model.dsl/src/main/java/org/domaindriven/model/dsl/Ddd.xtext,magick93-xtext-0528aa7/org.domaindriven.model.dsl.parent/org.domaindriven.model.dsl/target/classes/org/domaindriven/model/dsl/Ddd.xtext","magick93-xtext-0528aa7/org.domaindriven.dsl.parent/org.domaindriven.dsl/src/main/java/org/domaindriven/dsl/GenerateDdd.mwe2,magick93-xtext-0528aa7/org.domaindriven.dsl.parent/org.domaindriven.dsl/target/classes/org/domaindriven/dsl/GenerateDdd.mwe2,magick93-xtext-0528aa7/org.domaindriven.model.dsl.parent/org.domaindriven.model.dsl/src/main/java/org/domaindriven/model/dsl/GenerateDdd.mwe2,magick93-xtext-0528aa7/org.domaindriven.model.dsl.parent/org.domaindriven.model.dsl/target/classes/org/domaindriven/model/dsl/GenerateDdd.mwe2",null
DonRenando,xtext,"magick93-xtext-0528aa7/org.domaindriven.dsl.parent/org.domaindriven.dsl/src/main/java/org/domaindriven/dsl/Ddd.xtext,magick93-xtext-0528aa7/org.domaindriven.dsl.parent/org.domaindriven.dsl/target/classes/org/domaindriven/dsl/Ddd.xtext,magick93-xtext-0528aa7/org.domaindriven.model.dsl.parent/org.domaindriven.model.dsl/src/main/java/org/domaindriven/model/dsl/Ddd.xtext,magick93-xtext-0528aa7/org.domaindriven.model.dsl.parent/org.domaindriven.model.dsl/target/classes/org/domaindriven/model/dsl/Ddd.xtext","magick93-xtext-0528aa7/org.domaindriven.dsl.parent/org.domaindriven.dsl/src/main/java/org/domaindriven/dsl/GenerateDdd.mwe2,magick93-xtext-0528aa7/org.domaindriven.dsl.parent/org.domaindriven.dsl/target/classes/org/domaindriven/dsl/GenerateDdd.mwe2,magick93-xtext-0528aa7/org.domaindriven.model.dsl.parent/org.domaindriven.model.dsl/src/main/java/org/domaindriven/model/dsl/GenerateDdd.mwe2,magick93-xtext-0528aa7/org.domaindriven.model.dsl.parent/org.domaindriven.model.dsl/target/classes/org/domaindriven/model/dsl/GenerateDdd.mwe2",null
martijndwars,Xtext,"magick93-xtext-0528aa7/org.domaindriven.dsl.parent/org.domaindriven.dsl/src/main/java/org/domaindriven/dsl/Ddd.xtext,magick93-xtext-0528aa7/org.domaindriven.dsl.parent/org.domaindriven.dsl/target/classes/org/domaindriven/dsl/Ddd.xtext,magick93-xtext-0528aa7/org.domaindriven.model.dsl.parent/org.domaindriven.model.dsl/src/main/java/org/domaindriven/model/dsl/Ddd.xtext,magick93-xtext-0528aa7/org.domaindriven.model.dsl.parent/org.domaindriven.model.dsl/target/classes/org/domaindriven/model/dsl/Ddd.xtext","magick93-xtext-0528aa7/org.domaindriven.dsl.parent/org.domaindriven.dsl/src/main/java/org/domaindriven/dsl/GenerateDdd.mwe2,magick93-xtext-0528aa7/org.domaindriven.dsl.parent/org.domaindriven.dsl/target/classes/org/domaindriven/dsl/GenerateDdd.mwe2,magick93-xtext-0528aa7/org.domaindriven.model.dsl.parent/org.domaindriven.model.dsl/src/main/java/org/domaindriven/model/dsl/GenerateDdd.mwe2,magick93-xtext-0528aa7/org.domaindriven.model.dsl.parent/org.domaindriven.model.dsl/target/classes/org/domaindriven/model/dsl/GenerateDdd.mwe2",null
ozkandemir,XText,"magick93-xtext-0528aa7/org.domaindriven.dsl.parent/org.domaindriven.dsl/src/main/java/org/domaindriven/dsl/Ddd.xtext,magick93-xtext-0528aa7/org.domaindriven.dsl.parent/org.domaindriven.dsl/target/classes/org/domaindriven/dsl/Ddd.xtext,magick93-xtext-0528aa7/org.domaindriven.model.dsl.parent/org.domaindriven.model.dsl/src/main/java/org/domaindriven/model/dsl/Ddd.xtext,magick93-xtext-0528aa7/org.domaindriven.model.dsl.parent/org.domaindriven.model.dsl/target/classes/org/domaindriven/model/dsl/Ddd.xtext","magick93-xtext-0528aa7/org.domaindriven.dsl.parent/org.domaindriven.dsl/src/main/java/org/domaindriven/dsl/GenerateDdd.mwe2,magick93-xtext-0528aa7/org.domaindriven.dsl.parent/org.domaindriven.dsl/target/classes/org/domaindriven/dsl/GenerateDdd.mwe2,magick93-xtext-0528aa7/org.domaindriven.model.dsl.parent/org.domaindriven.model.dsl/src/main/java/org/domaindriven/model/dsl/GenerateDdd.mwe2,magick93-xtext-0528aa7/org.domaindriven.model.dsl.parent/org.domaindriven.model.dsl/target/classes/org/domaindriven/model/dsl/GenerateDdd.mwe2",null
johnahfong,xtext,"magick93-xtext-0528aa7/org.domaindriven.dsl.parent/org.domaindriven.dsl/src/main/java/org/domaindriven/dsl/Ddd.xtext,magick93-xtext-0528aa7/org.domaindriven.dsl.parent/org.domaindriven.dsl/target/classes/org/domaindriven/dsl/Ddd.xtext,magick93-xtext-0528aa7/org.domaindriven.model.dsl.parent/org.domaindriven.model.dsl/src/main/java/org/domaindriven/model/dsl/Ddd.xtext,magick93-xtext-0528aa7/org.domaindriven.model.dsl.parent/org.domaindriven.model.dsl/target/classes/org/domaindriven/model/dsl/Ddd.xtext","magick93-xtext-0528aa7/org.domaindriven.dsl.parent/org.domaindriven.dsl/src/main/java/org/domaindriven/dsl/GenerateDdd.mwe2,magick93-xtext-0528aa7/org.domaindriven.dsl.parent/org.domaindriven.dsl/target/classes/org/domaindriven/dsl/GenerateDdd.mwe2,magick93-xtext-0528aa7/org.domaindriven.model.dsl.parent/org.domaindriven.model.dsl/src/main/java/org/domaindriven/model/dsl/GenerateDdd.mwe2,magick93-xtext-0528aa7/org.domaindriven.model.dsl.parent/org.domaindriven.model.dsl/target/classes/org/domaindriven/model/dsl/GenerateDdd.mwe2",null
Mensmec,Xtext,"magick93-xtext-0528aa7/org.domaindriven.dsl.parent/org.domaindriven.dsl/src/main/java/org/domaindriven/dsl/Ddd.xtext,magick93-xtext-0528aa7/org.domaindriven.dsl.parent/org.domaindriven.dsl/target/classes/org/domaindriven/dsl/Ddd.xtext,magick93-xtext-0528aa7/org.domaindriven.model.dsl.parent/org.domaindriven.model.dsl/src/main/java/org/domaindriven/model/dsl/Ddd.xtext,magick93-xtext-0528aa7/org.domaindriven.model.dsl.parent/org.domaindriven.model.dsl/target/classes/org/domaindriven/model/dsl/Ddd.xtext","magick93-xtext-0528aa7/org.domaindriven.dsl.parent/org.domaindriven.dsl/src/main/java/org/domaindriven/dsl/GenerateDdd.mwe2,magick93-xtext-0528aa7/org.domaindriven.dsl.parent/org.domaindriven.dsl/target/classes/org/domaindriven/dsl/GenerateDdd.mwe2,magick93-xtext-0528aa7/org.domaindriven.model.dsl.parent/org.domaindriven.model.dsl/src/main/java/org/domaindriven/model/dsl/GenerateDdd.mwe2,magick93-xtext-0528aa7/org.domaindriven.model.dsl.parent/org.domaindriven.model.dsl/target/classes/org/domaindriven/model/dsl/GenerateDdd.mwe2",null
pellcorp,xtext,"magick93-xtext-0528aa7/org.domaindriven.dsl.parent/org.domaindriven.dsl/src/main/java/org/domaindriven/dsl/Ddd.xtext,magick93-xtext-0528aa7/org.domaindriven.dsl.parent/org.domaindriven.dsl/target/classes/org/domaindriven/dsl/Ddd.xtext,magick93-xtext-0528aa7/org.domaindriven.model.dsl.parent/org.domaindriven.model.dsl/src/main/java/org/domaindriven/model/dsl/Ddd.xtext,magick93-xtext-0528aa7/org.domaindriven.model.dsl.parent/org.domaindriven.model.dsl/target/classes/org/domaindriven/model/dsl/Ddd.xtext","magick93-xtext-0528aa7/org.domaindriven.dsl.parent/org.domaindriven.dsl/src/main/java/org/domaindriven/dsl/GenerateDdd.mwe2,magick93-xtext-0528aa7/org.domaindriven.dsl.parent/org.domaindriven.dsl/target/classes/org/domaindriven/dsl/GenerateDdd.mwe2,magick93-xtext-0528aa7/org.domaindriven.model.dsl.parent/org.domaindriven.model.dsl/src/main/java/org/domaindriven/model/dsl/GenerateDdd.mwe2,magick93-xtext-0528aa7/org.domaindriven.model.dsl.parent/org.domaindriven.model.dsl/target/classes/org/domaindriven/model/dsl/GenerateDdd.mwe2",null
Tutti91,Xtext,"magick93-xtext-0528aa7/org.domaindriven.dsl.parent/org.domaindriven.dsl/src/main/java/org/domaindriven/dsl/Ddd.xtext,magick93-xtext-0528aa7/org.domaindriven.dsl.parent/org.domaindriven.dsl/target/classes/org/domaindriven/dsl/Ddd.xtext,magick93-xtext-0528aa7/org.domaindriven.model.dsl.parent/org.domaindriven.model.dsl/src/main/java/org/domaindriven/model/dsl/Ddd.xtext,magick93-xtext-0528aa7/org.domaindriven.model.dsl.parent/org.domaindriven.model.dsl/target/classes/org/domaindriven/model/dsl/Ddd.xtext","magick93-xtext-0528aa7/org.domaindriven.dsl.parent/org.domaindriven.dsl/src/main/java/org/domaindriven/dsl/GenerateDdd.mwe2,magick93-xtext-0528aa7/org.domaindriven.dsl.parent/org.domaindriven.dsl/target/classes/org/domaindriven/dsl/GenerateDdd.mwe2,magick93-xtext-0528aa7/org.domaindriven.model.dsl.parent/org.domaindriven.model.dsl/src/main/java/org/domaindriven/model/dsl/GenerateDdd.mwe2,magick93-xtext-0528aa7/org.domaindriven.model.dsl.parent/org.domaindriven.model.dsl/target/classes/org/domaindriven/model/dsl/GenerateDdd.mwe2",null
ANCIT,xtext-examples,msun68-xtext-examples-28857f3/org.example.rules/src/org/example/rules/Rules.xtext,msun68-xtext-examples-28857f3/org.example.rules/src/org/example/rules/GenerateRules.mwe2,null
DECENTSoftwareAssessment,dag.m1x,DECENTSoftwareAssessment-dag.m1x-8b85b80/src/DAGx/DAGx.xtext,DECENTSoftwareAssessment-dag.m1x-8b85b80/src/DAGx/GenerateDAGx.mwe2,null
rmemory,xtext,"magick93-xtext-0528aa7/org.domaindriven.dsl.parent/org.domaindriven.dsl/src/main/java/org/domaindriven/dsl/Ddd.xtext,magick93-xtext-0528aa7/org.domaindriven.dsl.parent/org.domaindriven.dsl/target/classes/org/domaindriven/dsl/Ddd.xtext,magick93-xtext-0528aa7/org.domaindriven.model.dsl.parent/org.domaindriven.model.dsl/src/main/java/org/domaindriven/model/dsl/Ddd.xtext,magick93-xtext-0528aa7/org.domaindriven.model.dsl.parent/org.domaindriven.model.dsl/target/classes/org/domaindriven/model/dsl/Ddd.xtext","magick93-xtext-0528aa7/org.domaindriven.dsl.parent/org.domaindriven.dsl/src/main/java/org/domaindriven/dsl/GenerateDdd.mwe2,magick93-xtext-0528aa7/org.domaindriven.dsl.parent/org.domaindriven.dsl/target/classes/org/domaindriven/dsl/GenerateDdd.mwe2,magick93-xtext-0528aa7/org.domaindriven.model.dsl.parent/org.domaindriven.model.dsl/src/main/java/org/domaindriven/model/dsl/GenerateDdd.mwe2,magick93-xtext-0528aa7/org.domaindriven.model.dsl.parent/org.domaindriven.model.dsl/target/classes/org/domaindriven/model/dsl/GenerateDdd.mwe2",null
deb-sandeep,com.sandy.xtext.jovenotes.tests,null,null,null
yasuohosotani,Xtext,"magick93-xtext-0528aa7/org.domaindriven.dsl.parent/org.domaindriven.dsl/src/main/java/org/domaindriven/dsl/Ddd.xtext,magick93-xtext-0528aa7/org.domaindriven.dsl.parent/org.domaindriven.dsl/target/classes/org/domaindriven/dsl/Ddd.xtext,magick93-xtext-0528aa7/org.domaindriven.model.dsl.parent/org.domaindriven.model.dsl/src/main/java/org/domaindriven/model/dsl/Ddd.xtext,magick93-xtext-0528aa7/org.domaindriven.model.dsl.parent/org.domaindriven.model.dsl/target/classes/org/domaindriven/model/dsl/Ddd.xtext","magick93-xtext-0528aa7/org.domaindriven.dsl.parent/org.domaindriven.dsl/src/main/java/org/domaindriven/dsl/GenerateDdd.mwe2,magick93-xtext-0528aa7/org.domaindriven.dsl.parent/org.domaindriven.dsl/target/classes/org/domaindriven/dsl/GenerateDdd.mwe2,magick93-xtext-0528aa7/org.domaindriven.model.dsl.parent/org.domaindriven.model.dsl/src/main/java/org/domaindriven/model/dsl/GenerateDdd.mwe2,magick93-xtext-0528aa7/org.domaindriven.model.dsl.parent/org.domaindriven.model.dsl/target/classes/org/domaindriven/model/dsl/GenerateDdd.mwe2",null
Nika24,Xtext,"magick93-xtext-0528aa7/org.domaindriven.dsl.parent/org.domaindriven.dsl/src/main/java/org/domaindriven/dsl/Ddd.xtext,magick93-xtext-0528aa7/org.domaindriven.dsl.parent/org.domaindriven.dsl/target/classes/org/domaindriven/dsl/Ddd.xtext,magick93-xtext-0528aa7/org.domaindriven.model.dsl.parent/org.domaindriven.model.dsl/src/main/java/org/domaindriven/model/dsl/Ddd.xtext,magick93-xtext-0528aa7/org.domaindriven.model.dsl.parent/org.domaindriven.model.dsl/target/classes/org/domaindriven/model/dsl/Ddd.xtext","magick93-xtext-0528aa7/org.domaindriven.dsl.parent/org.domaindriven.dsl/src/main/java/org/domaindriven/dsl/GenerateDdd.mwe2,magick93-xtext-0528aa7/org.domaindriven.dsl.parent/org.domaindriven.dsl/target/classes/org/domaindriven/dsl/GenerateDdd.mwe2,magick93-xtext-0528aa7/org.domaindriven.model.dsl.parent/org.domaindriven.model.dsl/src/main/java/org/domaindriven/model/dsl/GenerateDdd.mwe2,magick93-xtext-0528aa7/org.domaindriven.model.dsl.parent/org.domaindriven.model.dsl/target/classes/org/domaindriven/model/dsl/GenerateDdd.mwe2",null
BenediktNiehues,de.nie.fin,"BenediktNiehues-de.nie.fin-3d65064/Plugins/de.nie.fin/bin/de/nie/fin/Fin.xtext,BenediktNiehues-de.nie.fin-3d65064/Plugins/de.nie.fin/src/de/nie/fin/Fin.xtext","BenediktNiehues-de.nie.fin-3d65064/Plugins/de.nie.fin/bin/de/nie/fin/GenerateFin.mwe2,BenediktNiehues-de.nie.fin-3d65064/Plugins/de.nie.fin/src/de/nie/fin/GenerateFin.mwe2",null
AlexElvers,XText,"magick93-xtext-0528aa7/org.domaindriven.dsl.parent/org.domaindriven.dsl/src/main/java/org/domaindriven/dsl/Ddd.xtext,magick93-xtext-0528aa7/org.domaindriven.dsl.parent/org.domaindriven.dsl/target/classes/org/domaindriven/dsl/Ddd.xtext,magick93-xtext-0528aa7/org.domaindriven.model.dsl.parent/org.domaindriven.model.dsl/src/main/java/org/domaindriven/model/dsl/Ddd.xtext,magick93-xtext-0528aa7/org.domaindriven.model.dsl.parent/org.domaindriven.model.dsl/target/classes/org/domaindriven/model/dsl/Ddd.xtext","magick93-xtext-0528aa7/org.domaindriven.dsl.parent/org.domaindriven.dsl/src/main/java/org/domaindriven/dsl/GenerateDdd.mwe2,magick93-xtext-0528aa7/org.domaindriven.dsl.parent/org.domaindriven.dsl/target/classes/org/domaindriven/dsl/GenerateDdd.mwe2,magick93-xtext-0528aa7/org.domaindriven.model.dsl.parent/org.domaindriven.model.dsl/src/main/java/org/domaindriven/model/dsl/GenerateDdd.mwe2,magick93-xtext-0528aa7/org.domaindriven.model.dsl.parent/org.domaindriven.model.dsl/target/classes/org/domaindriven/model/dsl/GenerateDdd.mwe2",null
lakzso,xtext,"magick93-xtext-0528aa7/org.domaindriven.dsl.parent/org.domaindriven.dsl/src/main/java/org/domaindriven/dsl/Ddd.xtext,magick93-xtext-0528aa7/org.domaindriven.dsl.parent/org.domaindriven.dsl/target/classes/org/domaindriven/dsl/Ddd.xtext,magick93-xtext-0528aa7/org.domaindriven.model.dsl.parent/org.domaindriven.model.dsl/src/main/java/org/domaindriven/model/dsl/Ddd.xtext,magick93-xtext-0528aa7/org.domaindriven.model.dsl.parent/org.domaindriven.model.dsl/target/classes/org/domaindriven/model/dsl/Ddd.xtext","magick93-xtext-0528aa7/org.domaindriven.dsl.parent/org.domaindriven.dsl/src/main/java/org/domaindriven/dsl/GenerateDdd.mwe2,magick93-xtext-0528aa7/org.domaindriven.dsl.parent/org.domaindriven.dsl/target/classes/org/domaindriven/dsl/GenerateDdd.mwe2,magick93-xtext-0528aa7/org.domaindriven.model.dsl.parent/org.domaindriven.model.dsl/src/main/java/org/domaindriven/model/dsl/GenerateDdd.mwe2,magick93-xtext-0528aa7/org.domaindriven.model.dsl.parent/org.domaindriven.model.dsl/target/classes/org/domaindriven/model/dsl/GenerateDdd.mwe2",null
seba111,Xtext,"magick93-xtext-0528aa7/org.domaindriven.dsl.parent/org.domaindriven.dsl/src/main/java/org/domaindriven/dsl/Ddd.xtext,magick93-xtext-0528aa7/org.domaindriven.dsl.parent/org.domaindriven.dsl/target/classes/org/domaindriven/dsl/Ddd.xtext,magick93-xtext-0528aa7/org.domaindriven.model.dsl.parent/org.domaindriven.model.dsl/src/main/java/org/domaindriven/model/dsl/Ddd.xtext,magick93-xtext-0528aa7/org.domaindriven.model.dsl.parent/org.domaindriven.model.dsl/target/classes/org/domaindriven/model/dsl/Ddd.xtext","magick93-xtext-0528aa7/org.domaindriven.dsl.parent/org.domaindriven.dsl/src/main/java/org/domaindriven/dsl/GenerateDdd.mwe2,magick93-xtext-0528aa7/org.domaindriven.dsl.parent/org.domaindriven.dsl/target/classes/org/domaindriven/dsl/GenerateDdd.mwe2,magick93-xtext-0528aa7/org.domaindriven.model.dsl.parent/org.domaindriven.model.dsl/src/main/java/org/domaindriven/model/dsl/GenerateDdd.mwe2,magick93-xtext-0528aa7/org.domaindriven.model.dsl.parent/org.domaindriven.model.dsl/target/classes/org/domaindriven/model/dsl/GenerateDdd.mwe2",null
MacJariel,xtext,"magick93-xtext-0528aa7/org.domaindriven.dsl.parent/org.domaindriven.dsl/src/main/java/org/domaindriven/dsl/Ddd.xtext,magick93-xtext-0528aa7/org.domaindriven.dsl.parent/org.domaindriven.dsl/target/classes/org/domaindriven/dsl/Ddd.xtext,magick93-xtext-0528aa7/org.domaindriven.model.dsl.parent/org.domaindriven.model.dsl/src/main/java/org/domaindriven/model/dsl/Ddd.xtext,magick93-xtext-0528aa7/org.domaindriven.model.dsl.parent/org.domaindriven.model.dsl/target/classes/org/domaindriven/model/dsl/Ddd.xtext","magick93-xtext-0528aa7/org.domaindriven.dsl.parent/org.domaindriven.dsl/src/main/java/org/domaindriven/dsl/GenerateDdd.mwe2,magick93-xtext-0528aa7/org.domaindriven.dsl.parent/org.domaindriven.dsl/target/classes/org/domaindriven/dsl/GenerateDdd.mwe2,magick93-xtext-0528aa7/org.domaindriven.model.dsl.parent/org.domaindriven.model.dsl/src/main/java/org/domaindriven/model/dsl/GenerateDdd.mwe2,magick93-xtext-0528aa7/org.domaindriven.model.dsl.parent/org.domaindriven.model.dsl/target/classes/org/domaindriven/model/dsl/GenerateDdd.mwe2",null
tmtron,xtext.15minTutorial,tmtron-xtext.15minTutorial-5ebd8fa/org.example.domainmodel.parent/org.example.domainmodel/src/main/java/org/example/domainmodel/Domainmodel.xtext,tmtron-xtext.15minTutorial-5ebd8fa/org.example.domainmodel.parent/org.example.domainmodel/src/main/java/org/example/domainmodel/GenerateDomainmodel.mwe2,null
blewis13,Boxes,blewis13-Boxes-456dfb6/org.xtext.example.boxes/src/org/xtext/example/boxes/BoxesDsl.xtext,blewis13-Boxes-456dfb6/org.xtext.example.boxes/src/org/xtext/example/boxes/GenerateBoxesDsl.mwe2,null
DECENTSoftwareAssessment,famix.m3x,DECENTSoftwareAssessment-famix.m3x-6ccbf9e/src/famix/M3x.xtext,DECENTSoftwareAssessment-famix.m3x-6ccbf9e/src/famix/GenerateM3x.mwe2,null
dslmeinte,SimScript,"dslmeinte-SimScript-a42e383/nl.dslmeinte.simscript.application/src/nl/dslmeinte/simscript/application/SimApplicationDsl.xtext,dslmeinte-SimScript-a42e383/nl.dslmeinte.simscript.backend/src/nl/dslmeinte/simscript/backend/SimBackendDsl.xtext,dslmeinte-SimScript-a42e383/nl.dslmeinte.simscript.mappings/src/nl/dslmeinte/simscript/mappings/MappingsDsl.xtext,dslmeinte-SimScript-a42e383/nl.dslmeinte.simscript.simpleDb/src/nl/dslmeinte/simscript/simpleDb/SimpleDbDsl.xtext,dslmeinte-SimScript-a42e383/nl.dslmeinte.simscript.structure/src/nl/dslmeinte/simscript/structure/SimStructureDsl.xtext,dslmeinte-SimScript-a42e383/nl.dslmeinte.simscript.ui/src/nl/dslmeinte/simscript/ui/SimUiDsl.xtext","dslmeinte-SimScript-a42e383/nl.dslmeinte.simscript.application/src/nl/dslmeinte/simscript/application/GenerateSimApplicationDsl.mwe2,dslmeinte-SimScript-a42e383/nl.dslmeinte.simscript.backend/src/nl/dslmeinte/simscript/backend/GenerateSimBackendDsl.mwe2,dslmeinte-SimScript-a42e383/nl.dslmeinte.simscript.mappings/src/nl/dslmeinte/simscript/mappings/GenerateMappingsDsl.mwe2,dslmeinte-SimScript-a42e383/nl.dslmeinte.simscript.simpleDb/src/nl/dslmeinte/simscript/simpleDb/GenerateSimpleDbDsl.mwe2,dslmeinte-SimScript-a42e383/nl.dslmeinte.simscript.structure/src/nl/dslmeinte/simscript/structure/GenerateSimStructureDsl.mwe2,dslmeinte-SimScript-a42e383/nl.dslmeinte.simscript.ui/src/nl/dslmeinte/simscript/ui/GenerateSimUiDsl.mwe2",null
webdaford,aqleditor,null,null,null
